Date,Time,Open,High,Low,Close,Volume,Pos_Rel_To_MA_10,Pos_Rel_To_MA_20,5_Period_Trend,10_Period_Trend,CandleStick_Pattern,Class_10_pips
2017.02.10,14:00,1.06396,1.06428,1.06263,1.06267,4072,BELOW,BELOW,RANGING,RANGING,NONE,-10pips
2017.02.10,15:00,1.06268,1.063,1.06164,1.06194,5165,BELOW,BELOW,RANGING,RANGING,NONE,-10pips
2017.02.10,16:00,1.06193,1.06246,1.06077,1.0622,5762,BELOW,BELOW,RANGING,RANGING,NONE,+10pips
2017.02.10,17:00,1.06221,1.06394,1.06186,1.06245,6266,BELOW,BELOW,RANGING,RANGING,NONE,+10pips
2017.02.10,18:00,1.06246,1.06523,1.06219,1.06491,6304,ABOVE,ABOVE,RANGING,RANGING,NONE,-10pips
2017.02.10,19:00,1.06492,1.06521,1.06327,1.06343,3805,ABOVE,BELOW,RANGING,RANGING,NONE,+10pips
2017.02.10,20:00,1.06345,1.06531,1.06272,1.06314,6511,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.10,21:00,1.06315,1.06339,1.06256,1.06328,2883,ABOVE,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.10,22:00,1.06327,1.06387,1.06303,1.06377,1756,ABOVE,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.10,23:00,1.06376,1.06393,1.06331,1.06389,1585,ABOVE,BELOW,RANGING,RANGING,NONE,-10pips
2017.02.13,0:00,1.06261,1.0637,1.06259,1.06311,1115,BELOW,BELOW,RANGING,RANGING,NONE,-10pips
2017.02.13,1:00,1.06311,1.06311,1.06175,1.06188,2224,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.13,2:00,1.06188,1.06232,1.06119,1.06214,4422,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.13,3:00,1.06216,1.06269,1.06199,1.06208,4156,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.13,4:00,1.06208,1.06217,1.0615,1.06156,3265,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.13,5:00,1.06157,1.06217,1.06139,1.06189,2408,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.13,6:00,1.06191,1.06231,1.06174,1.06226,2131,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.13,7:00,1.06226,1.06301,1.06207,1.06282,2457,ABOVE,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.13,8:00,1.06281,1.06351,1.06265,1.06304,2470,ABOVE,ABOVE,UPTREND,RANGING,NONE,+10pips
2017.02.13,9:00,1.06303,1.06441,1.0628,1.06429,3319,ABOVE,ABOVE,UPTREND,RANGING,NONE,+10pips
2017.02.13,10:00,1.06427,1.06585,1.06418,1.06489,4082,ABOVE,ABOVE,UPTREND,RANGING,NONE,-10pips
2017.02.13,11:00,1.06488,1.065,1.06373,1.06374,3326,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.13,12:00,1.06374,1.0646,1.06338,1.06396,2699,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.13,13:00,1.06397,1.06469,1.06356,1.06414,2836,ABOVE,ABOVE,RANGING,RANGING,NONE,-10pips
2017.02.13,14:00,1.06414,1.06469,1.063,1.06323,3194,BELOW,ABOVE,RANGING,RANGING,NONE,-10pips
2017.02.13,15:00,1.06324,1.06334,1.06207,1.06237,4683,BELOW,BELOW,RANGING,RANGING,NONE,-10pips
2017.02.13,16:00,1.06238,1.06248,1.05998,1.06018,5583,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.13,17:00,1.06017,1.06077,1.0592,1.06044,5512,BELOW,BELOW,RANGING,RANGING,NONE,-10pips
2017.02.13,18:00,1.06043,1.06092,1.05941,1.06023,4770,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.13,19:00,1.06024,1.06071,1.05955,1.05958,3585,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.13,20:00,1.05959,1.06052,1.05951,1.06033,2965,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.13,21:00,1.06033,1.06059,1.05965,1.05989,2788,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.13,22:00,1.05991,1.06016,1.05951,1.05958,1832,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.13,23:00,1.05957,1.05988,1.05957,1.05964,829,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.14,0:00,1.05973,1.05982,1.05925,1.05959,1046,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.14,1:00,1.05957,1.0599,1.05929,1.05987,1523,BELOW,BELOW,RANGING,RANGING,NONE,+10pips
2017.02.14,2:00,1.05989,1.0609,1.05962,1.06004,2830,ABOVE,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.14,3:00,1.06003,1.06061,1.05931,1.05957,3173,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.14,4:00,1.05958,1.05988,1.05913,1.05984,2292,ABOVE,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.14,5:00,1.05983,1.06041,1.05983,1.0604,2336,ABOVE,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.14,6:00,1.0604,1.06122,1.06039,1.06107,2897,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.02.14,7:00,1.06107,1.0623,1.06098,1.06193,2687,ABOVE,ABOVE,UPTREND,RANGING,NONE,RANGING
2017.02.14,8:00,1.06199,1.06239,1.06147,1.06224,2702,ABOVE,ABOVE,UPTREND,RANGING,NONE,-10pips
2017.02.14,9:00,1.06221,1.06226,1.06067,1.06074,3568,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.02.14,10:00,1.06073,1.06333,1.06069,1.06311,5129,ABOVE,ABOVE,RANGING,RANGING,NONE,-10pips
2017.02.14,11:00,1.0631,1.0632,1.0614,1.06177,4702,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.14,12:00,1.06174,1.0621,1.06081,1.06175,4168,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.02.14,13:00,1.06174,1.06334,1.06155,1.06284,3011,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.14,14:00,1.06285,1.06303,1.06208,1.06218,3228,ABOVE,ABOVE,RANGING,RANGING,NONE,-10pips
2017.02.14,15:00,1.06221,1.06255,1.06108,1.0613,5589,BELOW,ABOVE,RANGING,RANGING,NONE,-10pips
2017.02.14,16:00,1.0613,1.06149,1.06017,1.06095,5680,BELOW,ABOVE,RANGING,RANGING,NONE,-10pips
2017.02.14,17:00,1.06102,1.06144,1.05612,1.0564,13363,BELOW,BELOW,DOWNTREND,RANGING,NONE,+10pips
2017.02.14,18:00,1.05641,1.0581,1.05608,1.05767,6577,BELOW,BELOW,RANGING,RANGING,NONE,-10pips
2017.02.14,19:00,1.05767,1.05772,1.0564,1.0565,3863,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.14,20:00,1.05651,1.05739,1.05617,1.05699,3088,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.14,21:00,1.05699,1.05762,1.05674,1.05734,2934,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.14,22:00,1.05737,1.0576,1.057,1.05756,2450,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.14,23:00,1.05758,1.058,1.05748,1.05788,1323,BELOW,BELOW,UPTREND,RANGING,NONE,RANGING
2017.02.15,0:00,1.05743,1.05798,1.05736,1.0577,1577,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.15,1:00,1.0577,1.05795,1.05742,1.05782,1632,ABOVE,BELOW,RANGING,RANGING,NONE,-10pips
2017.02.15,2:00,1.05783,1.05785,1.05668,1.05687,3486,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.15,3:00,1.05685,1.05771,1.05652,1.05736,4072,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.15,4:00,1.05734,1.05765,1.05684,1.05746,3243,ABOVE,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.15,5:00,1.05747,1.0584,1.05737,1.05835,3530,ABOVE,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.15,6:00,1.05835,1.05863,1.05753,1.05764,3426,ABOVE,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.15,7:00,1.05764,1.0582,1.0576,1.05789,3308,ABOVE,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.15,8:00,1.05789,1.05823,1.05765,1.05801,2117,ABOVE,BELOW,RANGING,RANGING,NONE,-10pips
2017.02.15,9:00,1.058,1.05803,1.0569,1.05744,3433,BELOW,BELOW,RANGING,RANGING,NONE,-10pips
2017.02.15,10:00,1.05743,1.05747,1.05525,1.05625,5265,BELOW,BELOW,RANGING,RANGING,NONE,-10pips
2017.02.15,11:00,1.05624,1.05624,1.05475,1.05558,4271,BELOW,BELOW,RANGING,RANGING,NONE,-10pips
2017.02.15,12:00,1.05557,1.05581,1.05427,1.05528,3440,BELOW,BELOW,DOWNTREND,RANGING,NONE,RANGING
2017.02.15,13:00,1.05528,1.05611,1.05479,1.05572,3183,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.15,14:00,1.0557,1.05608,1.05502,1.05532,3457,BELOW,BELOW,RANGING,RANGING,NONE,-10pips
2017.02.15,15:00,1.05538,1.05582,1.05214,1.05341,7399,BELOW,BELOW,RANGING,RANGING,NONE,+10pips
2017.02.15,16:00,1.05343,1.0565,1.05315,1.05609,7369,BELOW,BELOW,RANGING,RANGING,NONE,+10pips
2017.02.15,17:00,1.05609,1.05805,1.05599,1.05736,9192,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.02.15,18:00,1.05738,1.06094,1.05726,1.05966,7756,ABOVE,ABOVE,RANGING,RANGING,NONE,-10pips
2017.02.15,19:00,1.05966,1.06058,1.05809,1.05838,5065,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.15,20:00,1.05837,1.05914,1.05808,1.05896,3092,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.15,21:00,1.05894,1.05924,1.05821,1.05894,2467,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.02.15,22:00,1.05895,1.06042,1.05877,1.06021,2450,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.15,23:00,1.0602,1.06069,1.05981,1.05988,1315,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.16,0:00,1.05991,1.06026,1.0591,1.05923,1237,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.02.16,1:00,1.05924,1.06071,1.05924,1.06031,2350,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.02.16,2:00,1.0603,1.06231,1.06007,1.0621,4984,ABOVE,ABOVE,RANGING,RANGING,NONE,-10pips
2017.02.16,3:00,1.06209,1.06235,1.06107,1.06213,4441,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.16,4:00,1.06214,1.06232,1.06118,1.06133,3648,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.16,5:00,1.06135,1.06186,1.06132,1.06133,2841,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.16,6:00,1.06134,1.06167,1.06128,1.06153,1928,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.16,7:00,1.06153,1.06243,1.06132,1.06208,2201,ABOVE,ABOVE,RANGING,RANGING,NONE,-10pips
2017.02.16,8:00,1.06208,1.06213,1.06064,1.06078,2852,BELOW,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.16,9:00,1.0608,1.06124,1.05999,1.06119,3474,BELOW,ABOVE,RANGING,RANGING,NONE,+10pips
2017.02.16,10:00,1.06116,1.06376,1.06104,1.06349,5990,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.16,11:00,1.06348,1.06414,1.063,1.06396,4328,ABOVE,ABOVE,RANGING,RANGING,NONE,-10pips
2017.02.16,12:00,1.06395,1.06399,1.06242,1.06315,3769,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.16,13:00,1.06313,1.06388,1.06254,1.06339,3377,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.02.16,14:00,1.06337,1.0645,1.06302,1.06409,4308,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.02.16,15:00,1.06407,1.06556,1.06346,1.06368,7565,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.02.16,16:00,1.06369,1.06607,1.0633,1.06588,6922,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.02.16,17:00,1.06587,1.06764,1.0655,1.06681,8087,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.02.16,18:00,1.06686,1.06794,1.06586,1.06598,6596,ABOVE,ABOVE,RANGING,RANGING,NONE,-10pips
2017.02.16,19:00,1.06597,1.06648,1.06475,1.06529,4209,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.02.16,20:00,1.0653,1.06655,1.06497,1.0663,3888,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.02.16,21:00,1.06628,1.06766,1.0659,1.06762,3090,ABOVE,ABOVE,RANGING,RANGING,BULLISH_ENGULFING,RANGING
2017.02.16,22:00,1.06761,1.06777,1.06694,1.06736,2647,ABOVE,ABOVE,RANGING,RANGING,BULLISH_ENGULFING,RANGING
2017.02.16,23:00,1.06734,1.06769,1.06713,1.06744,1225,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.17,0:00,1.06723,1.06748,1.06665,1.0668,1292,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.17,1:00,1.06686,1.06736,1.06686,1.06712,1614,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.17,2:00,1.06705,1.06747,1.06613,1.06681,3716,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.17,3:00,1.0668,1.06745,1.06672,1.06714,2993,ABOVE,ABOVE,RANGING,RANGING,BULLISH_ENGULFING,RANGING
2017.02.17,4:00,1.06713,1.06748,1.06695,1.06723,1930,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.17,5:00,1.06723,1.06768,1.06703,1.06742,2410,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.17,6:00,1.06741,1.06747,1.06721,1.06746,1904,ABOVE,ABOVE,UPTREND,RANGING,NONE,RANGING
2017.02.17,7:00,1.06746,1.06756,1.06692,1.06714,2133,BELOW,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.17,8:00,1.06714,1.06734,1.06652,1.06667,2547,BELOW,ABOVE,RANGING,RANGING,NONE,-10pips
2017.02.17,9:00,1.06665,1.06734,1.06546,1.06554,3821,BELOW,BELOW,RANGING,RANGING,NONE,-10pips
2017.02.17,10:00,1.06551,1.06589,1.06408,1.06482,5415,BELOW,BELOW,DOWNTREND,RANGING,NONE,-10pips
2017.02.17,11:00,1.06481,1.06534,1.06372,1.06434,6296,BELOW,BELOW,DOWNTREND,RANGING,NONE,RANGING
2017.02.17,12:00,1.06433,1.06524,1.064,1.06449,4778,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.17,13:00,1.06448,1.06502,1.06417,1.06467,3828,BELOW,BELOW,RANGING,RANGING,NONE,+10pips
2017.02.17,14:00,1.06466,1.06578,1.06448,1.0647,4314,BELOW,BELOW,RANGING,RANGING,NONE,+10pips
2017.02.17,15:00,1.06471,1.0658,1.06446,1.06553,4639,BELOW,BELOW,UPTREND,RANGING,NONE,+10pips
2017.02.17,16:00,1.06551,1.06671,1.06444,1.06462,6292,BELOW,BELOW,RANGING,RANGING,NONE,-10pips
2017.02.17,17:00,1.06463,1.06507,1.06238,1.0626,6924,BELOW,BELOW,RANGING,RANGING,NONE,-10pips
2017.02.17,18:00,1.06263,1.06339,1.06121,1.06142,5500,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.17,19:00,1.06141,1.06201,1.06126,1.06143,3203,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.17,20:00,1.06141,1.06167,1.06072,1.06112,2303,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.17,21:00,1.06113,1.06142,1.06053,1.0606,1953,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.17,22:00,1.06061,1.0612,1.06058,1.06083,1813,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.17,23:00,1.06084,1.06157,1.06071,1.06093,1616,BELOW,BELOW,RANGING,RANGING,NONE,+10pips
2017.02.20,0:00,1.06053,1.06253,1.06052,1.06207,1439,BELOW,BELOW,RANGING,RANGING,NONE,+10pips
2017.02.20,1:00,1.06206,1.06329,1.06184,1.06251,3838,ABOVE,BELOW,UPTREND,RANGING,NONE,-10pips
2017.02.20,2:00,1.0625,1.06268,1.06151,1.06191,4082,ABOVE,BELOW,RANGING,RANGING,NONE,-10pips
2017.02.20,3:00,1.06191,1.062,1.06032,1.06095,3953,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.20,4:00,1.06096,1.06118,1.06053,1.06106,3639,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.20,5:00,1.06107,1.06145,1.06093,1.0613,2015,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.20,6:00,1.0613,1.06183,1.06116,1.06183,1871,ABOVE,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.20,7:00,1.06182,1.06199,1.0613,1.06143,2393,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.20,8:00,1.06141,1.0615,1.06046,1.06149,3121,BELOW,BELOW,RANGING,RANGING,NONE,+10pips
2017.02.20,9:00,1.0615,1.06271,1.06122,1.06167,3106,ABOVE,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.20,10:00,1.06166,1.06248,1.06128,1.06225,3811,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.20,11:00,1.06224,1.06299,1.06197,1.06224,3829,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.20,12:00,1.06222,1.06249,1.06137,1.06201,2576,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.20,13:00,1.06202,1.06247,1.06173,1.06236,2551,ABOVE,ABOVE,RANGING,RANGING,NONE,-10pips
2017.02.20,14:00,1.06238,1.06288,1.06071,1.06097,3653,BELOW,BELOW,RANGING,RANGING,NONE,+10pips
2017.02.20,15:00,1.06098,1.06223,1.06087,1.06208,2513,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.20,16:00,1.06211,1.06246,1.06133,1.06225,2856,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.20,17:00,1.06219,1.06272,1.06175,1.06207,2386,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.20,18:00,1.06208,1.06248,1.06185,1.06196,1747,BELOW,ABOVE,RANGING,RANGING,NONE,-10pips
2017.02.20,19:00,1.06196,1.06208,1.06073,1.06097,1604,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.20,20:00,1.06098,1.06127,1.06084,1.06111,1071,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.20,21:00,1.06111,1.06174,1.06108,1.06142,3302,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.20,22:00,1.06138,1.06166,1.06112,1.06142,3728,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.20,23:00,1.06142,1.06159,1.06101,1.06112,1311,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.21,0:00,1.06108,1.06154,1.061,1.06136,1186,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.21,1:00,1.06131,1.06148,1.06084,1.06088,1194,BELOW,BELOW,RANGING,RANGING,NONE,-10pips
2017.02.21,2:00,1.06087,1.06127,1.0586,1.05901,4318,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.21,3:00,1.05902,1.05909,1.05809,1.05847,4232,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.21,4:00,1.05848,1.05883,1.05787,1.05824,2738,BELOW,BELOW,DOWNTREND,RANGING,NONE,RANGING
2017.02.21,5:00,1.05822,1.05834,1.05782,1.05797,3103,BELOW,BELOW,DOWNTREND,RANGING,NONE,RANGING
2017.02.21,6:00,1.05796,1.05828,1.05771,1.05811,2026,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.21,7:00,1.05812,1.05869,1.05806,1.0585,2045,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.21,8:00,1.05854,1.05892,1.0584,1.05885,2336,BELOW,BELOW,RANGING,RANGING,NONE,-10pips
2017.02.21,9:00,1.05888,1.05888,1.05742,1.05778,3576,BELOW,BELOW,RANGING,RANGING,NONE,-10pips
2017.02.21,10:00,1.05779,1.05779,1.05576,1.05652,5053,BELOW,BELOW,RANGING,RANGING,NONE,-10pips
2017.02.21,11:00,1.0565,1.05677,1.05419,1.05427,5449,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.21,12:00,1.05425,1.05455,1.05332,1.05386,4118,BELOW,BELOW,DOWNTREND,RANGING,NONE,RANGING
2017.02.21,13:00,1.05387,1.05458,1.05322,1.05427,3905,BELOW,BELOW,RANGING,RANGING,NONE,-10pips
2017.02.21,14:00,1.05427,1.05437,1.05312,1.05318,3964,BELOW,BELOW,RANGING,RANGING,BEARISH_ENGULFING,RANGING
2017.02.21,15:00,1.05319,1.05409,1.05298,1.05372,4377,BELOW,BELOW,RANGING,RANGING,BEARISH_ENGULFING,+10pips
2017.02.21,16:00,1.05371,1.05499,1.05258,1.05416,6653,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.21,17:00,1.05419,1.05462,1.05324,1.05371,6100,BELOW,BELOW,RANGING,RANGING,NONE,+10pips
2017.02.21,18:00,1.05373,1.05521,1.05276,1.05505,5084,ABOVE,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.21,19:00,1.05505,1.05514,1.05429,1.05438,2592,ABOVE,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.21,20:00,1.05435,1.05492,1.05389,1.05417,2157,ABOVE,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.21,21:00,1.05418,1.05516,1.05409,1.05477,2010,ABOVE,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.21,22:00,1.05478,1.05499,1.05444,1.05449,1694,ABOVE,BELOW,RANGING,RANGING,NONE,-10pips
2017.02.21,23:00,1.05448,1.0545,1.05341,1.0536,1315,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.22,0:00,1.05354,1.05437,1.05337,1.05349,1613,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.22,1:00,1.05349,1.05436,1.05349,1.05409,1580,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.22,2:00,1.05411,1.05496,1.05408,1.05438,3437,ABOVE,BELOW,RANGING,RANGING,NONE,+10pips
2017.02.22,3:00,1.05437,1.05563,1.05433,1.05492,3300,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.22,4:00,1.05489,1.05533,1.05466,1.05525,2501,ABOVE,ABOVE,UPTREND,RANGING,NONE,RANGING
2017.02.22,5:00,1.05526,1.05526,1.05441,1.05471,2207,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.22,6:00,1.05469,1.05475,1.05439,1.05453,1730,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.22,7:00,1.05453,1.05458,1.05429,1.05446,1478,ABOVE,ABOVE,RANGING,RANGING,NONE,-10pips
2017.02.22,8:00,1.05446,1.0545,1.05198,1.05264,3426,BELOW,BELOW,DOWNTREND,RANGING,NONE,-10pips
2017.02.22,9:00,1.05265,1.05287,1.05051,1.05083,4415,BELOW,BELOW,DOWNTREND,RANGING,BEARISH_ENGULFING,-10pips
2017.02.22,10:00,1.0508,1.0512,1.04978,1.05018,5363,BELOW,BELOW,DOWNTREND,RANGING,NONE,+10pips
2017.02.22,11:00,1.05019,1.05195,1.05014,1.0509,5659,BELOW,BELOW,RANGING,RANGING,NONE,-10pips
2017.02.22,12:00,1.0509,1.05108,1.04942,1.05062,5050,BELOW,BELOW,RANGING,RANGING,NONE,-10pips
2017.02.22,13:00,1.05061,1.05079,1.04937,1.04992,3775,BELOW,BELOW,RANGING,RANGING,NONE,+10pips
2017.02.22,14:00,1.04992,1.05139,1.04956,1.05138,3838,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.22,15:00,1.05139,1.05169,1.05077,1.05143,4299,BELOW,BELOW,RANGING,RANGING,NONE,RANGING
2017.02.22,16:00,1.05144,1.0521,1.05063,1.05071,4997,BELOW,BELOW,RANGING,RANGING,BEARISH_ENGULFING,+10pips
2017.02.22,17:00,1.05072,1.05494,1.04963,1.05486,9666,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.02.22,18:00,1.05486,1.05597,1.05323,1.05545,6618,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.02.22,19:00,1.05544,1.05656,1.05431,1.05464,4368,ABOVE,ABOVE,RANGING,RANGING,NONE,-10pips
2017.02.22,20:00,1.05464,1.05486,1.0534,1.05374,3367,ABOVE,ABOVE,RANGING,RANGING,NONE,+10pips
2017.02.22,21:00,1.05369,1.05724,1.05255,1.05708,8901,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.22,22:00,1.05708,1.05739,1.0566,1.05662,3037,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.22,23:00,1.0566,1.05701,1.05563,1.05571,1562,ABOVE,ABOVE,RANGING,RANGING,NONE,-10pips
2017.02.23,0:00,1.05584,1.05619,1.05451,1.05564,2232,ABOVE,ABOVE,RANGING,RANGING,NONE,-10pips
2017.02.23,1:00,1.05559,1.05579,1.05452,1.05506,2119,ABOVE,ABOVE,DOWNTREND,RANGING,NONE,RANGING
2017.02.23,2:00,1.05506,1.05532,1.05443,1.05517,3780,BELOW,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.23,3:00,1.05519,1.0556,1.05494,1.05526,3426,BELOW,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.23,4:00,1.05526,1.05546,1.05477,1.05538,2544,BELOW,ABOVE,RANGING,RANGING,NONE,+10pips
2017.02.23,5:00,1.0554,1.0567,1.05522,1.05664,2672,ABOVE,ABOVE,UPTREND,RANGING,NONE,RANGING
2017.02.23,6:00,1.05663,1.05672,1.056,1.05624,1967,ABOVE,ABOVE,RANGING,RANGING,NONE,RANGING
2017.02.23,7:00,1.05623,1.05723,1.05618,1.0566,2746,ABOVE,ABOVE,RANGING,RANGING,NONE,-10pips
2017.02.23,8:00,1.0566,1.05673,1.05528,1.0558,2732,ABOVE,ABOVE,RANGING,RANGING,NONE,-10pips
2017.02.23,9:00,1.05579,1.05607,1.0538,1.05541,4927,BELOW,ABOVE,RANGING,RANGING,NONE,+10pips
2017.02.23,10:00,1.05541,1.05646,1.05497,1.05532,3882,BELOW,ABOVE,RANGING,RANGING,NONE,-10pips
2017.02.23,11:00,1.05534,1.05592,1.05393,1.05466,4398,BELOW,BELOW,DOWNTREND,RANGING,NONE,RANGING
2017.02.23,12:00,1.05466,1.05507,1.05376,1.05461,3072,BELOW,BELOW,DOWNTREND,RANGING,NONE,RANGING
2017.02.23,13:00,1.05461,1.0556,1.05402,1.05524,3232,BELOW,BELOW,RANGING,RANGING,NONE,+10pips
